"","Overlap with highly expressed genes","Overlap with lowly expressed genes","Pearson's correlation between mean and variance","Calinski-Harabasz index","Davies-Bouldin index","Average silhouette width","Adjusted Rand index","Average ROGUE score","Purity score","Runtime","hvgs","Average absolute rho for pairs of correlated HVG","Number of pairs of correlated HVG"
"M3Drop",0.92,0.825,0.951325901045865,608.286023188664,2.40348279243769,0.0322973902818455,0.506418605172189,NA,0.833786505538771,0.389999999999418,"IGHG4.secreted, CXCL9, IGHG1.secreted, IGHG2.secreted, IGHA1.secreted, CCL19, IGHG3.secreted, LAMP3, IGLC3, CCL22, IGHM.secreted, JCHAIN, CXCL10, CSF3, TPSAB1, CHI3L1, IGKC, CXCL5, CSF2, CPA3, TNFRSF17, CD207, CCL2, C1QB, ARG1, CNTNAP3, CLC, MME, IGHE.secreted, CD34, UBE2C, KCNK5, C1QA, TYMS, IL23A, VSIG4, TOP2A, KIAA0101, IL6, CCL20, CXCL1, VMO1, MZB1, CCL4L2, FCER1A, AURKB, ZBED2, FOXP3, RORC, BIRC5, AXL, CLU, CTLA4, CXCL3, HMMR, MKI67, CLEC10A, PTGDS, CDH1, CD1C, CXCL2, IL1B, CD1B, PCNA, IL1RN, TNF, CCL3L3, CCL4, ICOS, CXCL8, CCL3, TLR9, CD209, GZMK, CD27, KIT, EGR3, IL3RA, IL1R2, ID3, CD8B, XCL2, THBS1, EGR1, IGHG1.membrane, IRF4, HLA.DQA1, CD9, CD28, TRAC, ZNF683, PTGDR2, CD80, TNFRSF25, S100A9, MCM4, MCM2, IGHM.membrane, IL7R, IFNG, FLT3, NLRP3, TCL1A, NRP1, IL10, CD8A, S100A12, THBD, TNFRSF18, CD3D, FCGR3B, HLA.DPA1, CD70, FCGR3A, LIF, CXCR3, TNFRSF4, GNLY, RGS1, IGHD.membrane, IER3, CD5, HLA.DPB1, LYZ, ADGRG3, CD79A, LEF1, F13A1, MS4A1, HLA.DQB1, CD24, LTA, IL32, NKG7, CHI3L2, HLA.DRA, FBLN2, VCAN, CCL5, KLRC2, IL2RA, GZMB, DPP4, IL2RB, XCL1, CCR7, IRF8, CD14, BLK, GZMH, TRBC2, CD74, TRAT1, ICAM1, LAIR2, NSG1, LAG3, RNASE2, CD22, MYC, CR2, BPI, BCL2A1, CD3G, IFITM3, IRF7, ADGRE1, DUSP4, KLRB1, CD3E, LRRC32, PRF1, AQP9, POU2AF1, GZMA, AIM2, FCN1, TRDC, CXCR5, VPREB3, CTSW, KLRC1, CMTM2, DUSP6, MX1, CST7, SERPINA1, FCER2, TARP.refseq, TNFRSF8, GZMM, CD79B, KIR2DL1, CD69, VEGFA, TSPAN18, SOCS3, IL4R, NAMPT, HOPX, CD7, CD160, KLRC3, CD163, KLRF1, CD6, CD72, PAX5, ADAM15, KLRK1, CLEC4E, VNN2, CCR5, B3GAT1, TIMP1, AIF1, ZAP70, CD2.1, MNDA, S100A8, LCK, FAM129C, CXCR4, IL18RAP, DUSP2, EBF1, TCF7, CD68, FOS.1, CCR1, QPCT, TREM1, LIPA, CTSS, TNFSF10, PASK, TGFBI, KLRG1, BIRC3, TBX21, F5, CD83, CX3CR1, CCR2, CD200, NT5E, TNFSF8, CXCL16, CLEC4D, RUNX3, CXCR1, KLRC4, CD36, TIGIT, IL12RB2, TCF4, CD247, EOMES, HLA.DMA, KLF2.1, FASLG, IL18R1, AHR, LGALS1, TLR8, GAPDH, S100A10, LILRB4, TLR7, FBN2, JUN, S1PR1, BACH2, ARL4C, KLRD1, SLC7A7, FOSL1, TOX, LAT, NCR3, BLNK, IL18, PRDM1, KLF2, SELL, LGALS3, MGST1, CD4, CD52, PRDM1.1, BCL11B, ADAM28, CRTAM, TXK, TNFRSF1B, PIK3IP1, TLR2, ZFP36, CD37, LYN, CD2, TTC16, DUSP1, RNASE6, TNFRSF13C, ITGAX, CD38, JUNB, FTH1, CAPG, ADA, TRIB2, ICOSLG.1, C10orf54, FCER1G, CTSD, TNFSF13, IKZF2, KCNE3, CD86, APOBEC3G, BCL6, FOSB, LAP3, ZBTB16, GIMAP5, IFITM2, SLC25A37, LTB, PDIA4, YBX3, BTG1, CD33, CCND2, RORA, BATF, TNFSF13B, CD40, HLA.A, CCR6, PTPN6, TIMP2, CBLB, ANXA5, FOS, CD300A, STAT4, KLF6, SBK1, XBP1, SELPLG, ITGAM, TTYH2, BCL2, FYN, FUT4, LGALS9, CSF1, CXCR2, BIN2, CD96, GATA3, LY86, IL12RB1, PIK3AP1, HIF1A, CD244, HAVCR2, FAM65B, ITGB2, PTPRC, MX2, IL6R, RAP1GAP2, IKZF1, BTLA, FOXP1, ITGA4, TNFSF14, CMKLR1, CD44, FYB, TSPAN32, FOXO1, NINJ2, TMEM123, GIMAP2, STAT1, CD63, IFITM1, CD48, GNAI2, IL23R, RHOA, IFNGR1, TGFB3, STK38, ITGA5, PDIA6, LAMP1",0.132990797552469,50151
"M3Drop_Basic",0.9175,0.85,0.951325901045865,197.818748824493,5.09077717806513,0.00755496488970574,0.437083692502222,NA,0.826737160120846,0.386999999998807,"CCL19, CXCL9, IGHG4.secreted, CHI3L1, TPSAB1, CCL22, LAMP3, CSF3, ARG1, CLC, CNTNAP3, CCL2, IGHG3.secreted, CXCL10, CXCL5, KCNK5, CPA3, MME, CD207, CSF2, IGHG2.secreted, IGHG1.secreted, CD34, TNFRSF17, IGHE.secreted, IGHA1.secreted, UBE2C, ZBED2, C1QB, JCHAIN, RORC, IL23A, FOXP3, TOP2A, VSIG4, HMMR, MKI67, CDH1, KIAA0101, IGHM.secreted, TYMS, BIRC5, AXL, C1QA, AURKB, CD1B, VMO1, IGLC3, CLU, CTLA4, TLR9, CD209, KIT, ICOS, CD80, IL1R2, NRP1, IGHG1.membrane, IGKC, FCGR3B, MZB1, TNFRSF25, THBS1, CXCL1, CCL20, IL6, TNFRSF4, LIF, TNFRSF18, CD28, EGR3, PTGDR2, ID3, BLK, CCL4L2, IL10, CD9, CLEC10A, FCER1A, CD70, MCM4, IL3RA, IL2RA, LRRC32, NSG1, CD27, CD8B, PCNA, XCL1, THBD, CD1C, FBLN2, FLT3, IL1RN, PTGDS, IRF4, DUSP4, ADGRG3, MCM2, CMTM2, DPP4, CXCL3, AIM2, GZMK, TNF, TSPAN18, ADAM15, CXCR3, LTA, ZNF683, IL7R, FBN2, CD5, TRAT1, BPI, CHI3L2, TNFRSF8, CD24, LAIR2, LAG3, HLA.DQA1, CCR5, CR2, EGR1, TLR7, CCL3L3, CXCL2, ADGRE1, LEF1, F13A1, XCL2, TCL1A, CXCR1, AQP9, IFNG, CD3G, EBF1, CCR7, GZMM, EOMES, CCR2, F5, CCL4, RNASE2, CSF1, TRAC, KLRC2, TCF7, CCR1, S100A8, CD8A, CLEC4D, CCL3, CD3D, NLRP3, IL1B, ICAM1, KLRC4, ICOSLG.1, TLR8, CD200, MX1, MYC, VEGFA, FOSL1, FAM129C, TCF4, CD163, SOCS3, QPCT, IL12RB2, TNFSF8, TIGIT, IL18, FASLG, KIR2DL1, IRF7, FUT4, CXCR5, NT5E, CD72, PASK, IER3, FCER2, CRTAM, TREM1, DUSP6, S100A12, POU2AF1, CLEC4E, CD36, BACH2, VPREB3, MGST1, LILRB4, AHR, BATF, CXCL8, GATA3, VCAN, VNN2, BCL2A1, LTB, KCNE3, IL18R1, PRDM1.1, B3GAT1, CD96, TNFRSF13C, IL6R, TLR2, BIRC3, TNFSF10, IGHD.membrane, TTC16, PRDM1, CD14, MNDA, RGS1, CCR6, KLRC3, KLRG1, IRF8, MS4A1, KLRC1, PAX5, CD160, HLA.DQB1, SLC7A7, TIMP1, CXCL16, NAMPT, CD86, CD33, CD22, HLA.DPA1, TNFSF13B, SLC25A37, BCL11B, RNASE6, CD38, TTYH2, MITF, TNFSF14, S100A9, TARP.refseq, IGHM.membrane, CD6, SNCA, PDIA4, BLNK, HLA.DPB1, BCL6, LIPA, TGFBI, TIMP2, TNFSF13, CD3E, LAP3, CD79B, CD4, SERPINA1, FCGR3A, CD2, LGALS3, CD79A, ADAM28, IFITM3, AIF1, NINJ2, ZAP70, CD2.1, IKZF2, IL4R, CD7, IL15, GIMAP5, CD68, LYZ, GAB2, FCN1, ENTPD1, FTH1, TOX, CD40, CAPG, TGFB3, IL18RAP, IL32, ANXA5, GZMH, CTSS, S1PR1, CX3CR1, IL12A, TRBC2, CTSD, STAT1, BTLA, SBK1, MX2, ITGAX, HLA.DRA, YBX3, DUSP2, FOXP1, TRDC, GZMB, HLA.DMA, LGALS1, CD83, TNFRSF1B, LY86, ADA, HAVCR2, HIF1A, IL23R, TMEM97, CXCR2, XBP1, S100A10, IL2RB, C10orf54, LYN, JUN, FAS, KLF6, KLRB1, BCL2, KDELR1, IFNGR1, LGALS9, TRIB2, CCL5, CD247, PRF1, LAT, CCND2, GAPDH, LCK, IL12RB1, SELL, RORA, TXK, KLRD1, PDIA6, HOPX, STAT4, NCR3, ZBTB16, ADAM17, KLRF1, GZMA, CD44, FOS, FCER1G, FOXO1, TBX21, FOXO3, KLRK1, CMKLR1, CTSW, GNLY, CD69, GNAI2, CD74, GIMAP2, IL15RA, KLF2, ITGA5, PIK3AP1, IFITM1, FYB, CST7, PIK3IP1, JUNB, PTPN6, CBLB, RAP1GAP2, STAT5A, FOSB, ITGA4, ARL4C, NKG7, TMEM123, APOBEC3G, CD63, CD244, CXCR4, FOS.1, RPN2, ZFP36, SELPLG, ITGAM, CD300A, ITGAE, CD52, DUSP1, DOCK8, RUNX3",0.130102385345153,49210
"M3Drop_Brennecke",0,0,0.951325901045865,22.0473527137432,12.6637520280717,-0.183377706361582,0.172340069930272,NA,0.68959868959869,0.305000000000291,"IGHG4.secreted, CXCL9, IGHG2.secreted, IGHG1.secreted, IGHA1.secreted, JCHAIN, IGHM.secreted, IGLC3, IGKC, IL1B",0.285365308391894,30
"ROGUE",0.8225,0.8975,0.951325901045865,144.862459881503,5.61090050884962,-0.00561681594345687,0.460110059550009,NA,0.81742195367573,0.176000000001295,"CXCL8, LYZ, S100A9, IGLC3, IL1B, IGKC, FCN1, HLA.DRA, CXCL2, GNLY, IGHM.membrane, IGHG1.secreted, IGHA1.secreted, IGHM.secreted, CCL3, CXCL3, NKG7, IGHG2.secreted, S100A12, CCL4, SERPINA1, CCL3L3, HLA.DPA1, JCHAIN, CD14, CTSS, IGHG4.secreted, VCAN, IER3, CD79A, CD68, FOS.1, NLRP3, CCL5, HLA.DPB1, FCER1A, AIF1, NAMPT, HLA.DQB1, BCL2A1, FCGR3A, CCL4L2, PTGDS, TGFBI, ZFP36, IGHD.membrane, IL32, MS4A1, CCL20, RGS1, IL1RN, TNF, S100A10, XCL2, IL6, CD1C, CXCL1, TRAC, CLEC10A, EGR1, CD83, IL2RB, FCER1G, LGALS1, GZMH, FTH1, LGALS3, ANXA5, GZMK, TIMP1, GZMB, HLA.DQA1, MNDA, CXCL16, DUSP1, MZB1, CD4, CD8A, C1QA, CAPG, IFITM3, DUSP6, CD3D, CD22, KLRB1, C1QB, F13A1, TCL1A, PCNA, CD3E, TYMS, ZNF683, CD27, IFNG, C10orf54, TRDC, GAPDH, ICAM1, CD163, RNASE2, IGHG3.secreted, IL7R, CD8B, CLEC4E, VEGFA, CXCL9, IL3RA, CD36, AQP9, IRF4, SOCS3, TNFRSF17, TREM1, LEF1, VSIG4, KIAA0101, MYC, KLRC2, POU2AF1, QPCT, VMO1, FLT3, CXCL10, LAMP3, TOP2A, UBE2C, LILRB4, MCM2, CSF2, SLC7A7, VPREB3, AHR, MX1, CTLA4, EGR3, CXCR5, CD207, HLA.DMA, ADGRE1, FCER2, ID3, IGHE.secreted, AURKB, TNFSF8, CD5, CLU, MGST1, CXCR3, IL23A, THBD, CXCL5, PRF1, CD34, AXL, BIRC5, CCL19, CPA3, CCR7, CCL22, CSF3, TLR2, CD9, KCNE3, MCM4, MME, FOXP3, KIR2DL1, VNN2, CD24, THBS1, HMMR, CCL2, CHI3L1, TPSAB1, RORC, ICOS, ARG1, CLC, CNTNAP3, KCNK5, MKI67, CCL1, CXCL13, IL13, IL22, IL3, PI3, PMCH, PTGDR2, CCL13, CCR8, CTSG, FN1, IL2, MFAP2, MMP2, MXRA8, SPP1, ZBED2, IL1R2, CCR4, ELANE, PDCD1, PXDN, TIMP4, ZNF219, CD28, CDH1, MMP9, TIMP3, ITGA1, CD1B, KIT, CCR3, BPI, FCGR3B.1, PDCD1LG2, CD3G, AZU1, TLR9, CCR6.1, CD209, CD80, CCR10, NRP1, FCGR3B, CD40LG, CXCR6, CCR9, TNFRSF25, BLK, TNFRSF4, IGHG1.membrane, TNFRSF18, LIF, IL10, LRRC32, NSG1, NPDC1, ICOSLG, IL2RA, CD70, CD274, XCL1, FBN2, CSF1, FBLN2, ADGRG3, S100A8, TGFB1, TSPAN18, PTTG2, ADAM15, DUSP4, NCAM1, AIM2, GATA3, DPP4, CCR1, CD96, FOSL1, CD1A, CXCR1, CMTM2, TLR7, TRAT1, CR2, MITF, TNFSF14, CLEC4D, EOMES, LAG3, TGFB3, LAIR2, CCR5, TNFRSF8, TMEM97, CHI3L2, CD72, ICOSLG.1, F5, TNFSF10, LTA, EBF1, TLR8, KLRC4, RNASE6, TCF7, IL12A, CCR2, GZMM, LTB, B3GAT1, CD200, IL18, BATF, STAT3, IL12RB2, FAM129C, TIGIT, CCR6, TCF4, FASLG, FUT4, TNFRSF13C, TNFRSF1B, CRTAM, NT5E, TTC16, BACH2, IL15, SOX13, SNCA, IL6R, PASK, IL15RA, IL18R1, BTLA, KLRG1, CD160, PAX5, TTYH2, FOXP1, SBK1, PRDM1.1, IFITM1, CMKLR1, CD38, IKZF2, BLNK, ADAM28, BCL11B, BIRC3, CD2, CXCR2, ENTPD1, CD40, NINJ2, GIMAP5, KLRC3, FOXO1, TOX, GAB2, PRDM1, STAT1, FAS, IL4R, IL12RB1, CTSK, BCL2, RORA, SLC25A37, STAT4, CD86, PSEN1, ADAM17, KLF3, RAP1GAP2, KDELR1, CD33, ZAP70, KLRC1, FOXO3, IL23R, TNFSF13B, STAT6, CD79B, TNFSF13, ZBTB16, MX2, LY86, CD6, IRF7, GZMA, CD2.1, TIMP2, IRF8, S1PR1, BCL6, YBX3, HAVCR2, PDIA4, CCND2, TRIB2, CBLB, TXK, DUSP2, TARP.refseq, IL18RAP, TSPAN32, ADA, LAP3, STAT5A, CD7, CTSW, KLRD1, HIF1A, TIAF1, KLRF1, ITGA5",0.127985503257363,38381
"ROGUE_n",0.8225,0.8775,0.951325901045865,565.200486201379,2.71409589007615,0.0339546026983587,0.398412672338011,NA,0.824572004028197,0.179000000000087,"GNLY, NKG7, LYZ, HLA.DRA, IGKC, CXCL8, S100A9, IGHM.membrane, CCL5, IGLC3, FCN1, IL32, CD79A, CST7, CD74, IL2RB, FCGR3A, IGHM.secreted, GZMB, IL1B, GZMA, CTSW, KLRB1, PRF1, GZMH, CCL4, MS4A1, IGHD.membrane, SERPINA1, HLA.DPA1, CCL3, S100A12, TRDC, CXCL2, KLRF1, CD14, HOPX, PTGDS, HLA.DQB1, CD3E, CD68, HLA.DPB1, FOS.1, XCL2, CD83, TRAC, KLRK1, CTSS, CD22, FCER1G, RGS1, CXCL3, CD3D, CD8A, CD69, CCL3L3, AIF1, VCAN, IER3, TBX21, GZMK, IFNG, TRBC2, IGHG2.secreted, KLRC1, IGHA1.secreted, CD7, LCK, TARP.refseq, ZNF683, ZFP36, IGHG1.secreted, NAMPT, IL4R, JCHAIN, TCL1A, FCER1A, RUNX3, LGALS1, IL6, CXCR4, TNF, CD160, CD247, CD79B, CCL4L2, ZAP70, EGR1, KLRC2, KLRC3, IL18RAP, CD2.1, TGFBI, KIR2DL1, CD6, DUSP2, HLA.DMA, B3GAT1, CD8B, VPREB3, POU2AF1, CX3CR1, IL7R, DUSP1, ARL4C, CD1C, CCL20, KLRG1, FCER2, CD3G, KLRD1, PAX5, MZB1, RORA, TXK, PCNA, CXCR5, CD27, TYMS, CD52, LEF1, BCL2A1, TOX, NCR3, BCL11B, GZMM, LAG3, CD2, TTC16, STAT4, CXCR2, ZBTB16, LAIR2, IL18R1, LAT, CD5, IKZF2, CLEC10A, C1QA, SBK1, CXCR3, S1PR1, CHI3L2, CXCL1, IL12RB2, IL12RB1, CD72, CCR7, CD38, FASLG, CMKLR1, KLRC4, MCM2, C1QB, TIGIT, NLRP3, IRF4, SOX13, GIMAP5, CTLA4, BCL2, IFITM1, TOP2A, BACH2, KIAA0101, EOMES, ADGRG3, CD24, TRAT1, LTA, IL3RA, CXCR1, NT5E, PRDM1.1, TCF7, CD200, IGHE.secreted, CR2, CBLB, CD34, BATF, TGFB3, CD96, TNFRSF18, UBE2C, CD28, NCAM1, MYC, IGHG4.secreted, TNFRSF13C, VMO1, DPP4, CPA3, MCM4, FAM129C, BIRC5, HLA.A, TSPAN18, CCND2, FOXP3, TNFRSF25, RORC, EBF1, AURKB, FOXP1, GATA3, ICOS, XCL1, IL2RA, IL1RN, NSG1, IL12A, PASK, CCR6, BTLA, CD274, ID3, LAMP3, CSF2, TNFRSF4, TNFSF14, CD70, CRTAM, CXCL9, NPDC1, IL23A, MME, LTB, CXCL10, STAT3, CD40LG, TGFB1, KIT, TMEM97, FBLN2, BLK, TPSAB1, TRIB2, FCGR3B, IGHG1.membrane, CCL19, FOXO1, CCL2, ARG1, TCF4, CCR9, CCL22, PTTG2, CXCR6, HMMR, CD80, CCR4, IGHG3.secreted, DUSP4, TLR9, CD207, CCR6.1, CCR5, TNFRSF17, CSF1, CLC, IL13, NRP1, CXCL5, ZBED2, TIMP3, PXDN, RAP1GAP2, PMCH, MFAP2, CNTNAP3, MMP2, PDCD1, IL3, MXRA8, FCGR3B.1, IL22, CXCL13, ZNF219, CCR8, LIF, PI3, CCL1, CCR10, CTSG, CHI3L1, IL2, KCNK5, CCR3, CCL13, MMP9, SPP1, FN1, MKI67, CSF3, ELANE, TIMP4, PDCD1LG2, ITGA1, ICOSLG, CDH1, AZU1, CLU, HLA.DQA1, ICOSLG.1, AIM2, LRRC32, AXL, ADAM15, CD9, CD1B, VSIG4, CD209, CD1A, PTGDR2, TLR7, FBN2, IL1R2, ADAM28, PRDM1, THBS1, IL10, BLNK, MITF, CMTM2, IL15RA, EGR3, IL15, FAS, KLF3, FUT4, BIRC3, TNFRSF8, THBD, CD40, CTSK, FLT3, STAT1, CCR2, BPI, APOBEC3G, F5, TSPAN32, MX1, SNCA, PSEN1, IL6R, ADGRE1, HAVCR2, IL18, NINJ2, CCR1, PIK3IP1, CLEC4D, S100A8, SELL, ENTPD1, TLR8, ADA, TTYH2, F13A1, ADAM17, STAT6, FOSL1, AQP9, PDIA4, IFITM3, FOXO3, KDELR1, IL23R, TNFSF8, RNASE2, S100A10, MX2, SOCS3, CD244, TNFSF10, QPCT, CD300A, VEGFA, DUSP6, ITGAX, MGST1, IRF7, KCNE3, CLEC4E, ITGAM, GAB2, CD163, ICAM1, IRF8, TREM1, ITGA5, STAT5A, VNN2, TIAF1, SLC25A37, FOSB, IKZF1, LILRB4",0.122192113750319,38011
"Seurat_vst",0.85,0.8725,0.951325901045865,248.285421661946,3.28453634944698,0.0475302229140602,0.478477436671309,NA,0.829707955689829,0.451000000000931,"NKG7, GNLY, IGLC3, IGKC, CD74, PTGDS, CXCL8, IGHA1.secreted, S100A9, LYZ, IGHM.membrane, HLA.DRA, CPA3, IL1B, CXCL2, CXCL3, TYMS, CD34, CCL5, FCER1A, IGHG4.secreted, IGHM.secreted, IGHG2.secreted, FCN1, IGHG1.secreted, C1QB, GZMK, CD79A, LAMP3, CXCL9, IGHD.membrane, ZNF683, S100A12, C1QA, CCL2, CD3D, TRAC, CCL20, CD8A, JCHAIN, XCL2, IL32, CD8B, IL6, MS4A1, MME, UBE2C, CTLA4, CD14, CXCL10, CCL22, SERPINA1, IGHE.secreted, FCGR3A, TOP2A, CD3E, IFNG, ARG1, CCL4L2, IL2RB, CST7, CCL4, IL7R, KIAA0101, RORC, GZMB, TNF, CD22, KLRB1, TCL1A, GZMH, VCAN, KLRC2, FOXP3, KLRC4, LAIR2, LAG3, CTSW, GZMA, CCR4, CD3G, PRF1, TPSAB1, FOS.1, CD1C, KLRC1, CXCL1, CCL3L3, EGR1, KIR2DL1, EOMES, BIRC5, TNFRSF18, TARP.refseq, IER3, TTC16, CD27, GZMM, ADGRG3, CCL3, TRAT1, TNFRSF25, IL12RB2, CLEC10A, B3GAT1, CLC, CD68, CXCR1, CD5, CD160, CD7, AIF1, TCF7, IL3RA, CSF2, BATF, FASLG, VMO1, TNFRSF4, KLRC3, KLRG1, TRDC, TIGIT, LEF1, IL4R, SOX13, CXCR3, ZAP70, PCNA, TGFB3, CD28, HLA.DPA1, CD40LG, CD96, VPREB3, BCL11B, MFAP2, NSG1, ID3, MZB1, CD200, CNTNAP3, CD2.1, DPP4, CD2, SBK1, MCM4, LTA, CXCR2, FCER2, CHI3L2, IL18R1, CD274, POU2AF1, CD6, NCAM1, IKZF2, IRF4, AURKB, MMP2, CMKLR1, ICOS, TSPAN18, IL18RAP, CD79B, CR2, CX3CR1, MCM2, BACH2, IL1RN, NPDC1, CCR6, RORA, EBF1, CXCR5, CD247, PAX5, CD38, IL12RB1, IL2RA, IFITM1, CD72, TGFBI, GIMAP5, MXRA8, IL12A, NLRP3, TNFRSF13C, CRTAM, STAT4, CD24, STAT3, CCR7, FCGR3B, KLRF1, NAMPT, KIT, GATA3, NT5E, TOX, PRDM1.1, BCL2, TXK, XCL1, BCL2A1, KLRD1, FOXP1, IL23A, LTB, NCR3, ZBTB16, LAT, TBX21, BLK, CCL19, BTLA, MYC, TGFB1, S1PR1, HOPX, CXCR6, CD207, FAM129C, HLA.DQB1, PXDN, PASK, HLA.DQA1, CCR9, IGHG3.secreted, CXCL5, CD80, TCF4, CD70, CCR5, CXCR4, IL13, PMCH, IL3, IL22, CCL1, PI3, CBLB, TNFSF14, CCND2, HLA.DPB1, PDCD1, HMMR, FOXO1, CD83, FBLN2, TRIB2, PRDM1, RAP1GAP2, CSF1, CTSG, CLU, CCR8, TMEM97, ADAM28, CD9, CTSS, LIF, IL15RA, PTTG2, ZBED2, RGS1, CCR6.1, IL15, BLNK, IGHG1.membrane, CXCL13, KLRK1, CD52, BIRC3, KLF3, CHI3L1, TSPAN32, FAS, TNFRSF17, TIMP3, TLR9, STAT1, CD40, NRP1, HAVCR2, LCK, CD69, ITGAX, ZNF219, ZFP36, ADA, DUSP4, MX1, CD244, IRF7, PDIA4, FCER1G, CTSK, DUSP6, ICOSLG.1, YBX3, EGR3, TRBC2, MKI67, APOBEC3G, IKZF1, STK38, PIK3IP1, TIMP1, FAM65B, CD4, LGALS3, PSEN1, IL2, CCR10, ITGA5, MNDA, DUSP1, GIMAP2, FCGR3B.1, CTSD, DUSP2, STAT6, CNOT2, CD300A, CAPG, AIM2, RUNX3, VSIG4, TIAF1, FOXO3, ADAM17, TTYH2, LGALS1, IL23R, CXCL16, ICOSLG, KLF6, MX2, TNFSF10, KDELR1, KCNK5, CSF3, ITGAM, ANXA5, SOCS3, HLA.DMA, NINJ2, IRF8, CCR3, FTH1, STAT5A, FOSB, VNN2, ATF6B, ARL4C, CLEC4E, ITGAE, F13A1, MMP9, ITGB2, ADAM15, ICAM1, XBP1, CDH1, FLT3, LIPA, SELL, LY86, IFITM3, SPP1, IL18, FUT4, DOCK8, IGBP1, VPS28, GNAI2, SLC25A37, RNASE2, ADGRE1, AXL, RNASE6, PDIA6, ITGA4, CD37, PDCD1LG2, CASP5, S100A10, FYB, IFNGR1, KLF2, PTGDR2, LAP3, FN1, SLC7A7, LGALS9, AHR, HIF1A, TNFSF13, VEGFA",0.126260799236418,39882
